Company Brand,HeadQuarter,Sector,What it does,Amount($),Stage,Year Funded,Sector_New
Nalanda Learning,Kolkata,edtech,India's 1st Online Preschool with Blended Learning Model,1512135.0,Seed,2021,Education
Chargeup,New Delhi,renewable energy,"""Battery as a Service"" for 3 wheeler & 2 wheelers",1512135.0,Series A,2021,Energy
Knackit,Bangalore,it startup,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,1512135.0,Seed,2021,Technology
Treebo Hotels,Bangalore,hospitality,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,1512135.0,Series D,2021,Lifestyle
Raptee Energy,Chennai,automotive,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,1512135.0,Seed,2021,Automobile
Meddo,Gurugram,healthcare,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,1512135.0,Seed,2021,Health
Supertails,Bangalore,pet care,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,1512135.0,Series A,2021,Lifestyle
SkilloVilla,Bangalore,edtech,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,1512135.0,Seed,2021,Education
Cancer Clinics,Telugana,healthcare,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",1512135.0,Series A,2021,Health
Velocity,Bangalore,fintech,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,1512135.0,Seed,2021,Finance
Happy Jars,New Delhi,food & beverages,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",1512135.0,Seed,2021,Food & Beverages
Inshorts,Noida,media,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,1512135.0,Seed,2021,Media and Entertainment
ExtraaEdge,Pune,martech,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,1512135.0,Series A,2021,Commerce
Zotalabs,Pune,tech startup,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,1512135.0,Seed,2021,Technology
Voiro,Bangalore,advertisement,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,1512135.0,Series A,2021,Business Intelligence
Dream Sports,Mumbai,gaming,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",1512135.0,Seed,2021,Sports
Safex Chemicals,New Delhi,agritech,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,1512135.0,Seed,2021,Technology
Instoried,Bangalore,content creation,Instoried is an augmented writing platform which improves customer interest and engagement.,1512135.0,Seed,2021,Media and Entertainment
Rupifi,Bangalore,fintech,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,1512135.0,Series A,2021,Finance
Moneyboxx,Mumbai,fintech,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,1512135.0,Debt,2021,Finance
CityMall,Gurugram,e-commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,1512135.0,Series A,2021,Commerce
Janani,Bangalore,heathcare,Janani.ai is a fertility care provider.,1512135.0,Seed,2021,Health
ReshaMandi,Bangalore,agritech,India's 1st award winning technology led digital ecosystem for Silk,1512135.0,Seed,2021,Technology
Bombay Shaving Company,New Delhi,lifestyle,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",1512135.0,Seed,2021,Lifestyle
DotPe,Gurugram,fintech,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,1512135.0,Series A,2021,Finance
Homingos,Bangalore,augmented reality,Homingos is an Augmented reality (AR)-based social networking platform.,1512135.0,Seed,2021,Technology
Anar Business Community,Mumbai,tech startup,Anar is a communications and networking platform for businesses around the world.,1512135.0,Seed,2021,Technology
Five Star Finance,Chennai,fintech,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,1512135.0,Seed,2021,Finance
Settlrs,Bangalore,rental space,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",1512135.0,Series A,2021,Real Estate
BYJU'S,Bangalore,edtech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,1512135.0,Series F,2021,Education
Annapurna Finance,Bhubaneswar,fintech,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,1512135.0,Seed,2021,Finance
HealthPlix,Bangalore,healthcare,HealthPlix is a healthtech startup,1512135.0,Series B,2021,Health
Masai School,Bangalore,edtech,Masai School is a job-oriented software training services.,1512135.0,Series A,2021,Education
Bewakoof,Mumbai,d2c fashion,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",1512135.0,Seed,2021,Beauty & Fashion
IndiaLends,New Delhi,fintech,IndiaLends is a digital lending and borrowing marketplace.,1512135.0,Seed,2021,Finance
Stelis Biopharma,Bangalore,biotechnology,Stelis Biopharma is a vertically integrated biopharmaceutical company.,1512135.0,Series B,2021,Technology
Tilt,Bangalore,bike rental,A bike-share for Indian campuses,1512135.0,Seed,2021,Commerce
NeoDove,Jaipur,ai startup,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",1512135.0,Seed,2021,Technology
Zaara Biotech,Kottayam,biotechnology,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,1512135.0,Seed,2021,Technology
KreditBee,Bangalore,fintech,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,1512135.0,Seed,2021,Finance
True Balance,Gurugram,fintech,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,1512135.0,Debt,2021,Finance
Muvin,Bangalore,fintech,Youth Neobank enabling financial solutions for the teenagers and young people,1512135.0,Seed,2021,Finance
Purplle,Mumbai,beauty products,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",1512135.0,Seed,2021,Beauty & Fashion
FloBiz,Bangalore,tech startup,India’s first neobusiness platform,1512135.0,Series A,2021,Technology
Jeevam Health,New Delhi,health care,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,1512135.0,Seed,2021,Health
NewLink Group,Beijing,tech startup,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,1512135.0,Seed,2021,Technology
OZiva,Mumbai,heathcare,OZiva is a plant-based Clean Nutrition Brand.,1512135.0,Series B,2021,Health
Blive,Panaji,tourism,B: Live is an electric vehicle tourism startup.,1512135.0,Series A,2021,Lifestyle
Nazara Technologies,Mumbai,gaming,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",1512135.0,Seed,2021,Sports
Euler Motors,New Delhi,automotive,Electric Light Commercial Vehicle,1512135.0,Series A,2021,Automobile
Pixxel,Bangalore,spacetech,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,1512135.0,Seed,2021,Technology
Prescinto,Gujarat,solar,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,1512135.0,Seed,2021,Energy
MyGlamm,Mumbai,beauty products,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,1512135.0,Series C,2021,Beauty & Fashion
Chirrup,Bangalore,gaming,Video integrated social-gaming platform,1512135.0,Seed,2021,Sports
Policybazaar,Gurugram,insurance,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,1512135.0,Seed,2021,Finance
Livve Homes,Bangalore,rental space,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",1512135.0,Seed,2021,Real Estate
Juicy Chemistry,Coimbatore,healthcare,Juicy Chemistry operates as an eponymous consumer brand.,1512135.0,Series A,2021,Health
Svasti Microfinance,Mumbai,fintech,Svasti works with urban slum dwellers women microentrepreneurs.,1512135.0,Seed,2021,Finance
Nexprt,New Delhi,consulting,Nexprt Solutions offers end-to-end and 100% customized import solutions.,1512135.0,Seed,2021,Business Intelligence
Wysa,Bangalore,ai startup,Wysa is an AI conversational agent that has been shown to help improve mental health,1512135.0,Seed,2021,Technology
Ankur capital,Mumbai,fintech,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,1512135.0,Seed,2021,Finance
Indifi,Gurugram,fintech,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,1512135.0,Debt,2021,Finance
Firmway,Mumbai,fintech,Firmway is a platform that digitizes balance confirmation and reconciliation process.,1512135.0,Seed,2021,Finance
Say Cheese,Mumbai,femtech,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",1512135.0,Seed,2021,Technology
Indic Inspirations,Pune,cultural,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",1512135.0,Seed,2021,Lifestyle
Bimaplan,Mumbai,fintech,Affordable insurance for the next billion Indians,1512135.0,Seed,2021,Finance
YAP,Chennai,fintech,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,1512135.0,Series B,2021,Finance
Leap Finance,Bangalore,fintech,Leap Finance is a fintech startup for Indian students pursuing international higher education,1512135.0,Series B,2021,Finance
BlackSoil NBFC,Mumbai,fintech,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,1512135.0,Seed,2021,Finance
OYO,Gurugram,hospitality,OYO operates a branded network of hotels designed to offer standardized stay experiences.,1512135.0,Seed,2021,Lifestyle
Max Healthcare,New Delhi,healthcare,Max Healthcare is one of the leading chain of hospitals in India.,1512135.0,Seed,2021,Health
4baseCare,Bangalore,healthtech,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,1512135.0,Series A,2021,Health
Ezstays,New Delhi,edtech,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",1512135.0,Seed,2021,Education
Stylework,Gurugram,co-working,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,1512135.0,Series A,2021,Technology
Kinara Capital,Bangalore,fintech,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,1512135.0,Seed,2021,Finance
Riskcovry,Bangalore,insuretech,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",1512135.0,Series A,2021,Finance
NODWIN,Gurugram,gaming,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,1512135.0,Seed,2021,Sports
Quizizz,Bangalore,edtech,Quizizz is a Education based startup,1512135.0,Series A,2021,Education
Ecom Express,New Delhi,e-commerce,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,1512135.0,Seed,2021,Commerce
Turtlemint,Mumbai,insuretech,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,1512135.0,Series D,2021,Finance
Captain Fresh,Bangalore,supply chain platform,Captain Fresh is a freshwater fish and seafood supply chain platform.,1512135.0,Seed,2021,Technology
Northern Arc,Chennai,fintech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,1512135.0,Debt,2021,Finance
Qoohoo,Bangalore,social platform,A platform for creators to build immersive connections with their fans and followers and monetize them.,1512135.0,Seed,2021,Technology
IGL,Mumbai,gaming,Indian Gaming League is the premier eSports platform in India.,1512135.0,Seed,2021,Sports
AMPM,Gurugram,e-commerce,24*7 convenience store,1512135.0,Seed,2021,Commerce
The ePlane,Chennai,drone,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",1512135.0,Seed,2021,Technology
Cashify,Gurugram,e-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,1512135.0,Seed,2021,Commerce
Bijnis,New Delhi,b2b service,Digitizing the Factories of the Unorganised Industries.,1512135.0,Seed,2021,Commerce
Questt,Gurugram,edtech,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,1512135.0,Seed,2021,Education
DealShare,Jaipur,e-commerce,DealShare is a Social Commerce Startup,1512135.0,Debt,2021,Commerce
Euler Motors,New Delhi,automotive,Electric Light Commercial Vehicle,1512135.0,Series A,2021,Automobile
Blume Ventures,Mumbai,fintech,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,1512135.0,Seed,2021,Finance
KoineArth,Bangalore,blockchain startup,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",1512135.0,Series A,2021,Technology
ImaginXP,Pune,edtech,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,1512135.0,Seed,2021,Education
Virohan,Gurugram,edtech,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,1512135.0,Seed,2021,Education
Apna.co,Bangalore,recruitment,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,1512135.0,Seed,2021,Government
ideaForge,Mumbai,drone,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,1512135.0,Seed,2021,Technology
Clairco,Bangalore,cleantech,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,1512135.0,Seed,2021,Technology
Northern Arc,Chennai,fintech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,1512135.0,Debt,2021,Finance
Lenskart,"Faridabad, Haryana",fashion,Lenskart is an India-based online shopping portal for eyewear.,1512135.0,Seed,2021,Beauty & Fashion
ParkSmart,New Delhi,automotive,ParkSmart is a parking management application.,1512135.0,Seed,2021,Automobile
Virohan,Gurugram,edtech,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,1512135.0,Series A,2021,Education
BankSathi,New Delhi,fintech,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",1512135.0,Seed,2021,Finance
Spark Studio,Bangalore,edtech,Online courses to build creativity and confidence in children through extra-curricular learning,1512135.0,Seed,2021,Education
BlissClub,Bangalore,fashion,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",1512135.0,Seed,2021,Beauty & Fashion
BricSpaces,Bangalore,real estate,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",1512135.0,Seed,2021,Real Estate
ANSR,Bangalore,consulting,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",1512135.0,Series B,2021,Business Intelligence
Keito,Pune,ai company,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",1512135.0,Seed,2021,Technology
Reccy Adventures,Gurugram,sports startup,Reccy Adventures is an adventure sports startup.,1512135.0,Seed,2021,Sports
Magenta EV,Mumbai,renewable energy,Magenta is in the business of Enabling electric mobility & Making electricity clean,1512135.0,Series A,2021,Energy
Karbon Card,Bangalore,fintech,Karbon Card is a financial platform for Indian entrepreneurs.,1512135.0,Series A,2021,Finance
Wysa,Bangalore,ai company,Wysa is an AI conversational agent that has been shown to help improve mental health,1512135.0,Series A,2021,Technology
Agnikul,Chennai,spacetech,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",1512135.0,Series A,2021,Technology
LegalPay,New Delhi,fintech,A trusted financial partner for advocates and corporate.,1512135.0,Seed,2021,Finance
Glamplus,Bangalore,saas startup,India's #1 SaaS based Salon experience Software,1512135.0,Series A,2021,Technology
Tekie,Gurugram,edtech,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",1512135.0,Seed,2021,Education
Asirvad Microfinance,Chennai,fintech,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,1512135.0,Seed,2021,Finance
Avalon Labs,Bangalore,fintech,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",1512135.0,Series A,2021,Finance
Betterhalf.ai,Bangalore,matrimony,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,1512135.0,Series A,2021,Lifestyle
Koo,Bangalore,social media,Koo App operates as a microblogging app.,1512135.0,Series B,2021,Media and Entertainment
Rezo.ai,Noida,ai startup,Conversational AI platform - Innovate the way you communicate,1512135.0,Seed,2021,Technology
Mentoria,Mumbai,edtech,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,1512135.0,Series A,2021,Education
Cuvette Tech,Bangalore,human resources,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,1512135.0,Seed,2021,Government
Clensta,New Delhi,biotechnology,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,1512135.0,Seed,2021,Technology
FarMart,Gurugram,agritech,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,1512135.0,Series A,2021,Technology
Kodo Card,Mumbai,fintech,Kodo card is a corporate card for new economy businesses in India.,1512135.0,Seed,2021,Finance
Polygon,Mumbai,crypto,Polygon is a blockchain scalability platform.,1512135.0,Seed,2021,Finance
Get My Parking,New Delhi,mobility,"Get My Parking, is a B2B Platform-as-a-Service company.",1512135.0,Seed,2021,Automobile
Cellestial,Hyderabad,electronics,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,1512135.0,Series A,2021,Technology
FanCode,Mumbai,sports startup,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",1512135.0,Seed,2021,Sports
Jai Kisan,Mumbai,fintech,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,1512135.0,Series A,2021,Finance
Plum,Bangalore,healthcare,High quality health insurance and health benefits,1512135.0,Series A,2021,Health
ThatMate,Satara,healthcare,ThatMate is a sexual and mental wellness app for teens.,1512135.0,Seed,2021,Health
Klassroom,Mumbai,edtech,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,1512135.0,Series A,2021,Education
Convin,Bangalore,saas startup,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,1512135.0,Seed,2021,Technology
Mensa Brands,Bangalore,clothing,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",1512135.0,Series A,2021,Beauty & Fashion
Disruptium,Ahmadabad,consulting,A consultancy platform for startups,1512135.0,Seed,2021,Business Intelligence
MedTel Healthcare,Orissia,healthcare,An aggregator for Digital Health Clinics in low resource settings.,1512135.0,Series A,2021,Health
Pickright Technologies,Bangalore,fintech,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,1512135.0,Seed,2021,Finance
Ingenium,New Delhi,edtech,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,1512135.0,Seed,2021,Education
BharatPe,New Delhi,fintech,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",1512135.0,Debt,2021,Finance
RuleZero,Bangalore,tech startup,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,1512135.0,Seed,2021,Technology
Rubix Data Sciences,Mumbai,it startup,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",1512135.0,Seed,2021,Technology
Locobuzz,Mumbai,analytics,LocoBuzz is an analytics-based integrated marketing platform.,1512135.0,Series A,2021,Business Intelligence
We Founder Circle,Mumbai,fintech,"A global platform of founders for founders offering investment, network and business opportunities.",1512135.0,Seed,2021,Finance
Haqdarshak,Jaipur,finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,1512135.0,Series A,2021,Finance
Celcius,Mumbai,logistics,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,1512135.0,Seed,2021,Automobile
Enthu.ai,Chandigarh,ai startup,Enthu.AI operates as a conversation intelligence startup.,1512135.0,Seed,2021,Technology
Myelin Foundry,Bangalore,ai startup,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",1512135.0,Series A,2021,Technology
SuperOps.ai,Chennai,ai startup,SuperOps.ai is an early stage startup in the MSP space.,1512135.0,Seed,2021,Technology
6Degree,Mumbai,retail,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,1512135.0,Seed,2021,Commerce
Teachmint,Bangalore,edtech,Teachmint is an online learning platform that focuses on tutor-student connectivity.,1512135.0,Series A,2021,Education
Sarathi,Jodhpur,healthcare,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",1512135.0,Seed,2021,Health
Jidoka Technologies,Chennai,software,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",1512135.0,Seed,2021,Technology
Rapido,Bangalore,transportation,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,1512135.0,Series C,2021,Automobile
BYJU'S,Bangalore,edtech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,1512135.0,Seed,2021,Education
ElasticRun,Pune,e-commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,1512135.0,Series D,2021,Commerce
Avail Finance,Bangalore,fintech,Avail is a mobile-first platform aiming to financially include the urban mass of India.,1512135.0,Debt,2021,Finance
Nivesh,Noida,fintech,Nivesh.com is a mass market mutual funds investment platform.,1512135.0,Series A,2021,Finance
Thingsup,Pune,iot platform,Thingsup is an Enterprise Grade IoT Platform.,1512135.0,Seed,2021,Technology
Arthya Wealth and Investments,Mumbai,fintech,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",1512135.0,Series A,2021,Finance
Zepto,Mumbai,e-commerce,Grocery delivery startup,1512135.0,Seed,2021,Commerce
Fi,Bangalore,financial services,Fi is a neo bank.,1512135.0,Series B,2021,Finance
Kiko Live,Gurugram,commerce,Video-based social commerce startup,1512135.0,Series A,2021,Commerce
TurboHire,Hyderabad,computer software,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",1512135.0,Seed,2021,Technology
The Hosteller,Mumbai,hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",1512135.0,Series A,2021,Lifestyle
SatSure,Bangalore,defense & space,SatSure is an innovative decision analytics company,1512135.0,Seed,2021,Government
Ruptok Fintech,New Delhi,financial services,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",1512135.0,Series A,2021,Finance
VilCart,Bangalore,retail,Vilcart's motto is sustainable rural development through stability for rural retailers.,1512135.0,Seed,2021,Commerce
Dogsee Chew,Bangalore,food & beverages,100% Natural Dog Treats.,1512135.0,Series A,2021,Food & Beverages
Advantage Club,Gurugram,hr tech,Advantage Club is India's largest employee engagement platform.,1512135.0,Series A,2021,Technology
TRDR,Bangalore,financial services,TRDR is an all-new approach to investing.,1512135.0,Seed,2021,Finance
Zoomcar,Bangalore,mobility,Zoomcar holds the distinction of being India’s first personal mobility platform,1512135.0,Seed,2021,Automobile
Leap India,Mumbai,logistics & supply chain,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",1512135.0,Seed,2021,Transport
SuperBottoms,Mumbai,consumer goods,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,1512135.0,Seed,2021,Commerce
Cora Health,Bangalore,health,Social commerce marketplace for everyday health and wellness.,1512135.0,Seed,2021,Health
Battery Smart,New Delhi,renewables & environment,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,1512135.0,Series A,2021,Energy
The Good Glamm Group,Pune,information technology & services,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,1512135.0,Series D,2021,Technology
Mosaic Wellness,Mumbai,health,A platform of digital first health clinics for men and women,1512135.0,Series A,2021,Health
CloudFiles,Bangalore,saas startup,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",1512135.0,Seed,2021,Technology
The Viral Fever,Mumbai,entertainment,India's leading digital entertainment network.,1512135.0,Seed,2021,Media and Entertainment
Xpand,New Delhi,retail,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,1512135.0,Series A,2021,Commerce
Troo Good,Hyderabad,e-commerce,An FMCG company selling nutritious products at an affordable price points.,1512135.0,Series A,2021,Commerce
Prodo,New Delhi,business supplies & equipment,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",1512135.0,Seed,2021,Commerce
Unnati,Noida,fintech,Fintech powered digital agri ecosystem,1512135.0,Series A,2021,Finance
Lysto,Bangalore,nft,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",1512135.0,Seed,2021,Finance
Wakefit,Bangalore,furniture,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",1512135.0,Series C,2021,Manufacturing
Buyofuel,Coimbatore,oil & energy,Green Fuels Marketplace,1512135.0,Seed,2021,Energy
ElectricPe,Bangalore,e-vehicle,India's largest Electric Vehicle Charging Platform,1512135.0,Seed,2021,Transport
Vayana Network,Pune,financial services,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",1512135.0,Series C,2021,Finance
Valuationary,Surat,e-learning,EdTech platform upskilling candidates to bag deserving finance job roles.,1512135.0,Seed,2021,Education
Knocksense,Lucknow,online media,Knocksense is a local news and recommendations platform.,1512135.0,Seed,2021,Media and Entertainment
Petpooja,Ahmedabad,information technology & services,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",1512135.0,Seed,2021,Technology
Wingreens Farms,Gurugram,food & beverages,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",1512135.0,Seed,2021,Food & Beverages
Doola,New York,company-as-a-service,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,1512135.0,Seed,2021,Technology
EyeMyEye,Gurugram,eyewear,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",1512135.0,Series A,2021,Beauty & Fashion
Bombay Hemp Company,Mumbai,textiles,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",1512135.0,Seed,2021,Beauty & Fashion
DGV,Bangalore,information technology & services,NeoBanking for Bharat,1512135.0,Series A,2021,Technology
GuardianLink,Chennai,information technology & services,Building tech infrastructure to help NFT commerce go mainstream,1512135.0,Series A,2021,Technology
Clinikk,Bangalore,hospital & health care,Transforming health insurance by building India's first managed care model,1512135.0,Series A,2021,Health
Toplyne,Bangalore,computer software,Toplyne helps sales teams at product-led companies convert their freemium users!,1512135.0,Seed,2021,Technology
Mensa,Bangalore,d2c,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",1512135.0,Series B,2021,Commerce
GENLEAP,Haryana,professional training & coaching,GenLeap is India’s first self-discovery and career lifecycle management platform.,1512135.0,Seed,2021,Lifestyle
Planys,Chennai,maritime,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,1512135.0,Series A,2021,Transport
Wonderchef,Mumbai,consumer goods,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",1512135.0,Seed,2021,Commerce
GoKwik,New Delhi,information technology & services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,1512135.0,Series A,2021,Technology
Velocity,Bangalore,financial services,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",1512135.0,Series A,2021,Finance
SalaryBox,Gurugram,financial services,SalaryBox is solution that makes employee management effortless.,1512135.0,Seed,2021,Finance
Boingg,Gurugram,furniture,D2C furniture brand,1512135.0,Seed,2021,Manufacturing
Better Capital,Santra,venture capital & private equity,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",1512135.0,Seed,2021,Finance
